player_name,draft_year,draft_round,draft_pick,nba2k_version,nba_season,overall_rating,Name match,Updated draft year,Updated draft pick
Zaza Pachulia,2003,1,21,NBA 2K5,2004-05,70,Zaza Pachulia,2003,42
Zaza Pachulia,2003,1,21,NBA 2K6,2005-06,72,Zaza Pachulia,2003,42
Zaza Pachulia,2003,1,21,NBA 2K7,2006-07,73,Zaza Pachulia,2003,42
Zaza Pachulia,2003,1,21,NBA 2K8,2007-08,74,Zaza Pachulia,2003,42
Zaza Pachulia,2003,1,21,NBA 2K9,2008-09,74,Zaza Pachulia,2003,42
Kendrick Perkins,2003,1,26,NBA 2K10,2009-10,77,Kendrick Perkins,2003,27
Kendrick Perkins,2003,1,26,NBA 2K11,2010-11,78,Kendrick Perkins,2003,27
Kendrick Perkins,2003,1,26,NBA 2K12,2011-12,78,Kendrick Perkins,2003,27
Kendrick Perkins,2003,1,26,NBA 2K13,2012-13,77,Kendrick Perkins,2003,27
Kendrick Perkins,2003,1,26,NBA 2K14,2013-14,75,Kendrick Perkins,2003,27
Kendrick Perkins,2003,1,26,NBA 2K15,2014-15,73,Kendrick Perkins,2003,27
Kendrick Perkins,2003,1,26,NBA 2K16,2015-16,72,Kendrick Perkins,2003,27
Kendrick Perkins,2003,1,26,NBA 2K4,2003-04,68,Kendrick Perkins,2003,27
Kendrick Perkins,2003,1,26,NBA 2K5,2004-05,70,Kendrick Perkins,2003,27
Kendrick Perkins,2003,1,26,NBA 2K6,2005-06,72,Kendrick Perkins,2003,27
Kendrick Perkins,2003,1,26,NBA 2K7,2006-07,74,Kendrick Perkins,2003,27
Kendrick Perkins,2003,1,26,NBA 2K8,2007-08,75,Kendrick Perkins,2003,27
Kendrick Perkins,2003,1,26,NBA 2K9,2008-09,76,Kendrick Perkins,2003,27
Josh Howard,2003,1,27,NBA 2K10,2009-10,79,Josh Howard,2003,29
Josh Howard,2003,1,27,NBA 2K11,2010-11,78,Josh Howard,2003,29
Josh Howard,2003,1,27,NBA 2K12,2011-12,77,Josh Howard,2003,29
Josh Howard,2003,1,27,NBA 2K13,2012-13,75,Josh Howard,2003,29
Josh Howard,2003,1,27,NBA 2K4,2003-04,70,Josh Howard,2003,29
Josh Howard,2003,1,27,NBA 2K5,2004-05,73,Josh Howard,2003,29
Josh Howard,2003,1,27,NBA 2K6,2005-06,77,Josh Howard,2003,29
Josh Howard,2003,1,27,NBA 2K7,2006-07,79,Josh Howard,2003,29
Josh Howard,2003,1,27,NBA 2K8,2007-08,80,Josh Howard,2003,29
Josh Howard,2003,1,27,NBA 2K9,2008-09,80,Josh Howard,2003,29
Leandro Barbosa,2003,1,29,NBA 2K10,2009-10,77,Leandro Barbosa,2003,28
Leandro Barbosa,2003,1,29,NBA 2K11,2010-11,76,Leandro Barbosa,2003,28
Leandro Barbosa,2003,1,29,NBA 2K12,2011-12,75,Leandro Barbosa,2003,28
Leandro Barbosa,2003,1,29,NBA 2K13,2012-13,75,Leandro Barbosa,2003,28
Leandro Barbosa,2003,1,29,NBA 2K14,2013-14,74,Leandro Barbosa,2003,28
Leandro Barbosa,2003,1,29,NBA 2K15,2014-15,73,Leandro Barbosa,2003,28
Leandro Barbosa,2003,1,29,NBA 2K16,2015-16,72,Leandro Barbosa,2003,28
Leandro Barbosa,2003,1,29,NBA 2K4,2003-04,69,Leandro Barbosa,2003,28
Leandro Barbosa,2003,1,29,NBA 2K5,2004-05,73,Leandro Barbosa,2003,28
Leandro Barbosa,2003,1,29,NBA 2K6,2005-06,77,Leandro Barbosa,2003,28
Leandro Barbosa,2003,1,29,NBA 2K7,2006-07,79,Leandro Barbosa,2003,28
Leandro Barbosa,2003,1,29,NBA 2K8,2007-08,78,Leandro Barbosa,2003,28
Leandro Barbosa,2003,1,29,NBA 2K9,2008-09,78,Leandro Barbosa,2003,28
Slavko Vranes,2003,1,30,NBA 2K4,2003-04,65,Slavko Vranes,2003,2003
Slavko Vranes,2003,1,30,NBA 2K5,2004-05,64,Slavko Vranes,2003,2003
Dwight Howard,2004,1,1,NBA 2K10,2009-10,95,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K11,2010-11,95,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K12,2011-12,95,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K13,2012-13,90,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K14,2013-14,88,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K15,2014-15,85,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K16,2015-16,82,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K17,2016-17,81,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K18,2017-18,80,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K19,2018-19,78,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K20,2019-20,76,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K21,2020-21,75,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K22,2021-22,73,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K5,2004-05,77,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K6,2005-06,84,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K7,2006-07,88,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K8,2007-08,90,Dwight Howard,2004,1
Dwight Howard,2004,1,1,NBA 2K9,2008-09,94,Dwight Howard,2004,1
Emeka Okafor,2004,1,2,NBA 2K10,2009-10,78,Emeka Okafor,2004,2
Emeka Okafor,2004,1,2,NBA 2K11,2010-11,78,Emeka Okafor,2004,2
Emeka Okafor,2004,1,2,NBA 2K12,2011-12,77,Emeka Okafor,2004,2
Emeka Okafor,2004,1,2,NBA 2K13,2012-13,76,Emeka Okafor,2004,2
Emeka Okafor,2004,1,2,NBA 2K14,2013-14,75,Emeka Okafor,2004,2
Emeka Okafor,2004,1,2,NBA 2K5,2004-05,76,Emeka Okafor,2004,2
Emeka Okafor,2004,1,2,NBA 2K6,2005-06,79,Emeka Okafor,2004,2
Emeka Okafor,2004,1,2,NBA 2K7,2006-07,79,Emeka Okafor,2004,2
Emeka Okafor,2004,1,2,NBA 2K8,2007-08,79,Emeka Okafor,2004,2
Emeka Okafor,2004,1,2,NBA 2K9,2008-09,79,Emeka Okafor,2004,2
Ben Gordon,2004,1,3,NBA 2K10,2009-10,81,Ben Gordon,2004,3
Ben Gordon,2004,1,3,NBA 2K11,2010-11,79,Ben Gordon,2004,3
Ben Gordon,2004,1,3,NBA 2K12,2011-12,78,Ben Gordon,2004,3
Ben Gordon,2004,1,3,NBA 2K13,2012-13,76,Ben Gordon,2004,3
Ben Gordon,2004,1,3,NBA 2K14,2013-14,74,Ben Gordon,2004,3
Ben Gordon,2004,1,3,NBA 2K15,2014-15,72,Ben Gordon,2004,3
Ben Gordon,2004,1,3,NBA 2K5,2004-05,75,Ben Gordon,2004,3
Ben Gordon,2004,1,3,NBA 2K6,2005-06,78,Ben Gordon,2004,3
Ben Gordon,2004,1,3,NBA 2K7,2006-07,79,Ben Gordon,2004,3
Ben Gordon,2004,1,3,NBA 2K8,2007-08,79,Ben Gordon,2004,3
Ben Gordon,2004,1,3,NBA 2K9,2008-09,80,Ben Gordon,2004,3
Shaun Livingston,2004,1,4,NBA 2K10,2009-10,68,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K11,2010-11,69,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K12,2011-12,72,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K13,2012-13,73,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K14,2013-14,75,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K15,2014-15,77,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K16,2015-16,79,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K17,2016-17,79,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K18,2017-18,78,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K19,2018-19,77,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K20,2019-20,76,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K21,2020-21,75,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K5,2004-05,75,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K6,2005-06,76,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K7,2006-07,72,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K8,2007-08,68,Shaun Livingston,2004,4
Shaun Livingston,2004,1,4,NBA 2K9,2008-09,68,Shaun Livingston,2004,4
Devin Harris,2004,1,5,NBA 2K10,2009-10,82,Devin Harris,2004,5
Devin Harris,2004,1,5,NBA 2K11,2010-11,80,Devin Harris,2004,5
Devin Harris,2004,1,5,NBA 2K12,2011-12,79,Devin Harris,2004,5
Devin Harris,2004,1,5,NBA 2K13,2012-13,78,Devin Harris,2004,5
Devin Harris,2004,1,5,NBA 2K14,2013-14,77,Devin Harris,2004,5
Devin Harris,2004,1,5,NBA 2K15,2014-15,76,Devin Harris,2004,5
Devin Harris,2004,1,5,NBA 2K16,2015-16,75,Devin Harris,2004,5
Devin Harris,2004,1,5,NBA 2K17,2016-17,74,Devin Harris,2004,5
Devin Harris,2004,1,5,NBA 2K5,2004-05,73,Devin Harris,2004,5
Devin Harris,2004,1,5,NBA 2K6,2005-06,77,Devin Harris,2004,5
Devin Harris,2004,1,5,NBA 2K7,2006-07,79,Devin Harris,2004,5
Devin Harris,2004,1,5,NBA 2K8,2007-08,81,Devin Harris,2004,5
Devin Harris,2004,1,5,NBA 2K9,2008-09,83,Devin Harris,2004,5
Josh Childress,2004,1,6,NBA 2K10,2009-10,75,Josh Childress,2004,6
Josh Childress,2004,1,6,NBA 2K11,2010-11,74,Josh Childress,2004,6
Josh Childress,2004,1,6,NBA 2K12,2011-12,73,Josh Childress,2004,6
Josh Childress,2004,1,6,NBA 2K13,2012-13,72,Josh Childress,2004,6
Josh Childress,2004,1,6,NBA 2K5,2004-05,72,Josh Childress,2004,6
Josh Childress,2004,1,6,NBA 2K6,2005-06,74,Josh Childress,2004,6
Josh Childress,2004,1,6,NBA 2K7,2006-07,76,Josh Childress,2004,6
Josh Childress,2004,1,6,NBA 2K8,2007-08,76,Josh Childress,2004,6
Josh Childress,2004,1,6,NBA 2K9,2008-09,76,Josh Childress,2004,6
Luol Deng,2004,1,7,NBA 2K10,2009-10,82,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K11,2010-11,83,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K12,2011-12,83,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K13,2012-13,82,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K14,2013-14,82,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K15,2014-15,81,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K16,2015-16,80,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K17,2016-17,79,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K18,2017-18,78,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K5,2004-05,75,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K6,2005-06,79,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K7,2006-07,81,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K8,2007-08,82,Luol Deng,2004,7
Luol Deng,2004,1,7,NBA 2K9,2008-09,82,Luol Deng,2004,7
Rafael Araújo,2004,1,8,NBA 2K5,2004-05,70,Rafael AraÃºjo,2004,2004
Rafael Araújo,2004,1,8,NBA 2K6,2005-06,70,Rafael AraÃºjo,2004,2004
Rafael Araújo,2004,1,8,NBA 2K7,2006-07,69,Rafael AraÃºjo,2004,2004
Andre Iguodala,2004,1,9,NBA 2K10,2009-10,83,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K11,2010-11,84,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K12,2011-12,84,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K13,2012-13,83,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K14,2013-14,82,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K15,2014-15,82,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K16,2015-16,82,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K17,2016-17,80,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K18,2017-18,79,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K19,2018-19,79,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K20,2019-20,78,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K21,2020-21,77,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K22,2021-22,76,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K23,2022-23,75,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K5,2004-05,76,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K6,2005-06,79,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K7,2006-07,81,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K8,2007-08,83,Andre Iguodala,2004,9
Andre Iguodala,2004,1,9,NBA 2K9,2008-09,83,Andre Iguodala,2004,9
Luke Jackson,2004,1,10,NBA 2K5,2004-05,69,Luke Jackson,2004,10
Luke Jackson,2004,1,10,NBA 2K6,2005-06,69,Luke Jackson,2004,10
Luke Jackson,2004,1,10,NBA 2K7,2006-07,68,Luke Jackson,2004,10
Andris Biedrins,2004,1,12,NBA 2K10,2009-10,78,Andris BiedriÅ†Å¡,2004,2004
Andris Biedrins,2004,1,12,NBA 2K11,2010-11,77,Andris BiedriÅ†Å¡,2004,2004
Andris Biedrins,2004,1,12,NBA 2K12,2011-12,75,Andris BiedriÅ†Å¡,2004,2004
Andris Biedrins,2004,1,12,NBA 2K13,2012-13,73,Andris BiedriÅ†Å¡,2004,2004
Andris Biedrins,2004,1,12,NBA 2K5,2004-05,70,Andris BiedriÅ†Å¡,2004,2004
Robert Swift,2004,1,12,NBA 2K5,2004-05,70,Robert Swift,2004,12
Andris Biedrins,2004,1,12,NBA 2K6,2005-06,73,Andris BiedriÅ†Å¡,2004,2004
Robert Swift,2004,1,12,NBA 2K6,2005-06,71,Robert Swift,2004,12
Andris Biedrins,2004,1,12,NBA 2K7,2006-07,76,Andris BiedriÅ†Å¡,2004,2004
Robert Swift,2004,1,12,NBA 2K7,2006-07,70,Robert Swift,2004,12
Andris Biedrins,2004,1,12,NBA 2K8,2007-08,78,Andris BiedriÅ†Å¡,2004,2004
Andris Biedrins,2004,1,12,NBA 2K9,2008-09,79,Andris BiedriÅ†Å¡,2004,2004
Josh Smith,2004,1,13,NBA 2K10,2009-10,83,Josh Smith,2004,17
Sebastian Telfair,2004,1,13,NBA 2K10,2009-10,73,Sebastian Telfair,2004,13
Josh Smith,2004,1,13,NBA 2K11,2010-11,82,Josh Smith,2004,17
Sebastian Telfair,2004,1,13,NBA 2K11,2010-11,72,Sebastian Telfair,2004,13
Josh Smith,2004,1,13,NBA 2K12,2011-12,82,Josh Smith,2004,17
Josh Smith,2004,1,13,NBA 2K13,2012-13,82,Josh Smith,2004,17
Josh Smith,2004,1,13,NBA 2K14,2013-14,81,Josh Smith,2004,17
Josh Smith,2004,1,13,NBA 2K15,2014-15,80,Josh Smith,2004,17
Josh Smith,2004,1,13,NBA 2K16,2015-16,79,Josh Smith,2004,17
Josh Smith,2004,1,13,NBA 2K5,2004-05,74,Josh Smith,2004,17
Sebastian Telfair,2004,1,13,NBA 2K5,2004-05,72,Sebastian Telfair,2004,13
Josh Smith,2004,1,13,NBA 2K6,2005-06,78,Josh Smith,2004,17
Sebastian Telfair,2004,1,13,NBA 2K6,2005-06,74,Sebastian Telfair,2004,13
Josh Smith,2004,1,13,NBA 2K7,2006-07,80,Josh Smith,2004,17
Sebastian Telfair,2004,1,13,NBA 2K7,2006-07,74,Sebastian Telfair,2004,13
Josh Smith,2004,1,13,NBA 2K8,2007-08,82,Josh Smith,2004,17
Sebastian Telfair,2004,1,13,NBA 2K8,2007-08,74,Sebastian Telfair,2004,13
Josh Smith,2004,1,13,NBA 2K9,2008-09,82,Josh Smith,2004,17
Sebastian Telfair,2004,1,13,NBA 2K9,2008-09,73,Sebastian Telfair,2004,13
J.R. Smith,2004,1,14,NBA 2K10,2009-10,80,J.R. Smith,2004,18
Kris Humphries,2004,1,14,NBA 2K10,2009-10,73,Kris Humphries,2004,14
J.R. Smith,2004,1,14,NBA 2K11,2010-11,80,J.R. Smith,2004,18
Kris Humphries,2004,1,14,NBA 2K11,2010-11,74,Kris Humphries,2004,14
J.R. Smith,2004,1,14,NBA 2K12,2011-12,80,J.R. Smith,2004,18
Kris Humphries,2004,1,14,NBA 2K12,2011-12,74,Kris Humphries,2004,14
J.R. Smith,2004,1,14,NBA 2K13,2012-13,82,J.R. Smith,2004,18
Kris Humphries,2004,1,14,NBA 2K13,2012-13,73,Kris Humphries,2004,14
J.R. Smith,2004,1,14,NBA 2K14,2013-14,82,J.R. Smith,2004,18
Kris Humphries,2004,1,14,NBA 2K14,2013-14,72,Kris Humphries,2004,14
J.R. Smith,2004,1,14,NBA 2K15,2014-15,80,J.R. Smith,2004,18
Kris Humphries,2004,1,14,NBA 2K15,2014-15,71,Kris Humphries,2004,14
J.R. Smith,2004,1,14,NBA 2K16,2015-16,80,J.R. Smith,2004,18
J.R. Smith,2004,1,14,NBA 2K17,2016-17,78,J.R. Smith,2004,18
J.R. Smith,2004,1,14,NBA 2K18,2017-18,77,J.R. Smith,2004,18
J.R. Smith,2004,1,14,NBA 2K19,2018-19,76,J.R. Smith,2004,18
J.R. Smith,2004,1,14,NBA 2K20,2019-20,73,J.R. Smith,2004,18
J.R. Smith,2004,1,14,NBA 2K5,2004-05,72,J.R. Smith,2004,18
Kris Humphries,2004,1,14,NBA 2K5,2004-05,69,Kris Humphries,2004,14
J.R. Smith,2004,1,14,NBA 2K6,2005-06,75,J.R. Smith,2004,18
Kris Humphries,2004,1,14,NBA 2K6,2005-06,70,Kris Humphries,2004,14
J.R. Smith,2004,1,14,NBA 2K7,2006-07,77,J.R. Smith,2004,18
Kris Humphries,2004,1,14,NBA 2K7,2006-07,71,Kris Humphries,2004,14
J.R. Smith,2004,1,14,NBA 2K8,2007-08,79,J.R. Smith,2004,18
Kris Humphries,2004,1,14,NBA 2K8,2007-08,72,Kris Humphries,2004,14
J.R. Smith,2004,1,14,NBA 2K9,2008-09,80,J.R. Smith,2004,18
Kris Humphries,2004,1,14,NBA 2K9,2008-09,73,Kris Humphries,2004,14
Al Jefferson,2004,1,16,NBA 2K10,2009-10,79,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K11,2010-11,80,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K12,2011-12,80,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K13,2012-13,82,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K14,2013-14,82,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K15,2014-15,82,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K16,2015-16,80,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K17,2016-17,78,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K18,2017-18,77,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K5,2004-05,72,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K6,2005-06,76,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K7,2006-07,79,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K8,2007-08,79,Al Jefferson,2004,15
Al Jefferson,2004,1,16,NBA 2K9,2008-09,79,Al Jefferson,2004,15
Jameer Nelson,2004,1,19,NBA 2K10,2009-10,81,Jameer Nelson,2004,20
Jameer Nelson,2004,1,19,NBA 2K11,2010-11,82,Jameer Nelson,2004,20
Jameer Nelson,2004,1,19,NBA 2K12,2011-12,81,Jameer Nelson,2004,20
Jameer Nelson,2004,1,19,NBA 2K13,2012-13,79,Jameer Nelson,2004,20
Jameer Nelson,2004,1,19,NBA 2K14,2013-14,78,Jameer Nelson,2004,20
Jameer Nelson,2004,1,19,NBA 2K15,2014-15,77,Jameer Nelson,2004,20
Jameer Nelson,2004,1,19,NBA 2K16,2015-16,76,Jameer Nelson,2004,20
Jameer Nelson,2004,1,19,NBA 2K17,2016-17,74,Jameer Nelson,2004,20
Jameer Nelson,2004,1,19,NBA 2K5,2004-05,71,Jameer Nelson,2004,20
Jameer Nelson,2004,1,19,NBA 2K6,2005-06,75,Jameer Nelson,2004,20
Jameer Nelson,2004,1,19,NBA 2K7,2006-07,77,Jameer Nelson,2004,20
Jameer Nelson,2004,1,19,NBA 2K8,2007-08,79,Jameer Nelson,2004,20
Jameer Nelson,2004,1,19,NBA 2K9,2008-09,80,Jameer Nelson,2004,20
Sasha Vujacic,2004,1,22,NBA 2K10,2009-10,73,Sasha Vujacic,2004,2004
Sasha Vujacic,2004,1,22,NBA 2K11,2010-11,72,Sasha Vujacic,2004,2004
Sasha Vujacic,2004,1,22,NBA 2K12,2011-12,71,Sasha Vujacic,2004,2004
Sasha Vujacic,2004,1,22,NBA 2K13,2012-13,70,Sasha Vujacic,2004,2004
Sasha Vujacic,2004,1,22,NBA 2K5,2004-05,68,Sasha Vujacic,2004,2004
Sasha Vujacic,2004,1,22,NBA 2K6,2005-06,71,Sasha Vujacic,2004,2004
Sasha Vujacic,2004,1,22,NBA 2K7,2006-07,73,Sasha Vujacic,2004,2004
Sasha Vujacic,2004,1,22,NBA 2K8,2007-08,74,Sasha Vujacic,2004,2004
Sasha Vujacic,2004,1,22,NBA 2K9,2008-09,74,Sasha Vujacic,2004,2004
Beno Udrih,2004,1,23,NBA 2K10,2009-10,74,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K11,2010-11,75,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K12,2011-12,76,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K13,2012-13,76,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K14,2013-14,75,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K15,2014-15,74,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K16,2015-16,73,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K17,2016-17,72,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K18,2017-18,71,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K5,2004-05,68,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K6,2005-06,70,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K7,2006-07,72,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K8,2007-08,73,Beno Udrih,2004,28
Beno Udrih,2004,1,23,NBA 2K9,2008-09,74,Beno Udrih,2004,28
Anderson Varejao,2004,2,30,NBA 2K10,2009-10,77,Anderson Varejao,2004,2004
Anderson Varejao,2004,2,30,NBA 2K11,2010-11,78,Anderson Varejao,2004,2004
Anderson Varejao,2004,2,30,NBA 2K12,2011-12,78,Anderson Varejao,2004,2004
Anderson Varejao,2004,2,30,NBA 2K13,2012-13,77,Anderson Varejao,2004,2004
Anderson Varejao,2004,2,30,NBA 2K14,2013-14,76,Anderson Varejao,2004,2004
Anderson Varejao,2004,2,30,NBA 2K15,2014-15,73,Anderson Varejao,2004,2004
Anderson Varejao,2004,2,30,NBA 2K16,2015-16,72,Anderson Varejao,2004,2004
Anderson Varejao,2004,2,30,NBA 2K5,2004-05,68,Anderson Varejao,2004,2004
Anderson Varejao,2004,2,30,NBA 2K6,2005-06,71,Anderson Varejao,2004,2004
Anderson Varejao,2004,2,30,NBA 2K7,2006-07,73,Anderson Varejao,2004,2004
Anderson Varejao,2004,2,30,NBA 2K8,2007-08,75,Anderson Varejao,2004,2004
Anderson Varejao,2004,2,30,NBA 2K9,2008-09,77,Anderson Varejao,2004,2004
Andrew Bogut,2005,1,1,NBA 2K10,2009-10,83,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K11,2010-11,85,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K12,2011-12,79,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K13,2012-13,82,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K14,2013-14,82,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K15,2014-15,81,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K16,2015-16,80,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K17,2016-17,79,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K18,2017-18,77,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K19,2018-19,76,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K6,2005-06,77,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K7,2006-07,79,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K8,2007-08,82,Andrew Bogut,2005,1
Andrew Bogut,2005,1,1,NBA 2K9,2008-09,82,Andrew Bogut,2005,1
Marvin Williams,2005,1,2,NBA 2K10,2009-10,77,Marvin Williams,2005,2
Marvin Williams,2005,1,2,NBA 2K11,2010-11,77,Marvin Williams,2005,2
Marvin Williams,2005,1,2,NBA 2K12,2011-12,77,Marvin Williams,2005,2
Marvin Williams,2005,1,2,NBA 2K13,2012-13,78,Marvin Williams,2005,2
Marvin Williams,2005,1,2,NBA 2K14,2013-14,78,Marvin Williams,2005,2
Marvin Williams,2005,1,2,NBA 2K15,2014-15,79,Marvin Williams,2005,2
Marvin Williams,2005,1,2,NBA 2K16,2015-16,78,Marvin Williams,2005,2
Marvin Williams,2005,1,2,NBA 2K17,2016-17,77,Marvin Williams,2005,2
Marvin Williams,2005,1,2,NBA 2K18,2017-18,76,Marvin Williams,2005,2
Marvin Williams,2005,1,2,NBA 2K6,2005-06,74,Marvin Williams,2005,2
Marvin Williams,2005,1,2,NBA 2K7,2006-07,76,Marvin Williams,2005,2
Marvin Williams,2005,1,2,NBA 2K8,2007-08,77,Marvin Williams,2005,2
Marvin Williams,2005,1,2,NBA 2K9,2008-09,77,Marvin Williams,2005,2
Deron Williams,2005,1,3,NBA 2K10,2009-10,90,Deron Williams,2005,3
Deron Williams,2005,1,3,NBA 2K11,2010-11,92,Deron Williams,2005,3
Deron Williams,2005,1,3,NBA 2K12,2011-12,90,Deron Williams,2005,3
Deron Williams,2005,1,3,NBA 2K13,2012-13,88,Deron Williams,2005,3
Deron Williams,2005,1,3,NBA 2K14,2013-14,86,Deron Williams,2005,3
Deron Williams,2005,1,3,NBA 2K15,2014-15,84,Deron Williams,2005,3
Deron Williams,2005,1,3,NBA 2K16,2015-16,82,Deron Williams,2005,3
Deron Williams,2005,1,3,NBA 2K17,2016-17,79,Deron Williams,2005,3
Deron Williams,2005,1,3,NBA 2K6,2005-06,77,Deron Williams,2005,3
